"Author","Title","Category"
"Xu","Single Particle Nanocatalysis - Fundamentals and A","Chemistry"
"Ohtake","Drying Technologies for Biotechnology and Pharmace","Chemistry"
"Swinney","Neglected Tropical Diseases - Drug Discovery and D","Chemistry"
"Elber","Molecular Kinetics in Condensed Phases: Theory, Si","Chemistry"
"Gmehling","Chemical Thermodynamics for Process Simulation 2e","Chemistry"
"Klingen","F?getechnologie Kleben - eine Anleitung f?r denzei","Chemistry"
"Micha","Molecular Interactions","Chemistry"
"Rovero","Chemical Engineering of Textile Dyeing","Chemistry"
"Teichert","Homogeneous Hydrogenation with Non-Precious Cataly","Chemistry"
"Rantanen","Process Analytics for Pharmaceuticals","Chemistry"
"Montaser","Inductively Coupled Plasma Mass Spectrometry, Seco","Chemistry"
"Renaud","Structural Biology in Drug Discovery: Methods, Tec","Chemistry"
"J?ger","Industrial Carbon and Graphite Materials Raw Mater","Chemistry"
"Huang","Nanocellulose: From Fundamentals to Advanced Mater","Chemistry"
"Wheatley","Polar Organometallic Reagents: Synthesis, Structur","Chemistry"
"Yang","Noble Metal-Based Nanocomposites - Preparationand ","Chemistry"
"Kellner","Analytical Chemistry 3e - A Modern Approach to Ana","Chemistry"
"Martell","The Future of Forensic Science","Chemistry"
"Parra","Forensic Science and Humanitarian Action: Interact","Chemistry"
"Greenberg","Symmetry: Beauty and Logic in the Sciences and Eng","Chemistry"
"Knipe","Organic Reaction Mechanisms 2017","Chemistry"
"Haferkamp","Anlagen- und Betriebssicherheit - Der Umgang mitge","Chemistry"
"Cumming","Energetic Materials and Munitions - Life Cycle Man","Chemistry"
"Malcata","ANALYSIS OF ENZYME REACTOR PERFORMANCE 5V Set","Chemistry"
"Schreiner","The Chemistry of Diamondoids - Building Blocks for","Chemistry"
"Pukala","Protein Misfolding, Aggregation, and Disease: Insi","Chemistry"
"Ul-Islam","Intergrating Green Chemistry and Sustainable Engin","Chemistry"
"Lee","Cell Culture Engineering - Recombinant Protein Pro","Chemistry"
"Fotaki","In Vitro Drug Release Testing of Special Dosage Fo","Chemistry"
"Li","Cyclized Helical Peptide - Synthesis, Propertiesan","Chemistry"
"Alasfour","Introduction to Desalination - Systems, Processesa","Chemistry"
"Hangal","Greenhouse Gas Management","Chemistry"
"Caron","Practical Synthetic Organic Chemistry: Reactions, ","Chemistry"
"Fischer","Successful Drug Discovery - Volume 4","Chemistry"
"Kilbourn","Handbook of Radiopharmaceuticals: Methodology and ","Chemistry"
"Boyd","Cellular Signal Transduction in Toxicology and Pha","Chemistry"
"Malcata","ANALYSIS OF ENZYME REACTION KINETICS 2V Set","Chemistry"
"Al-Awadi","Gas-Phase Pyrolysis: Synthesis, Mechanisms, and Ap","Chemistry"
"Zimmermann","Photoionisation and Photo-induced Processes in Mas","Chemistry"
"Harder","Early Main Group Metal Catalysis - Concepts and Re","Chemistry"
"Soares","Monte Carlo Methods in Polymer Reaction Engineerin","Chemistry"
"Emanovsky","Humanitarian Forensics and Human Identification","Chemistry"
"Alavi","Molecular Simulations - Fundamentals and Practice","Chemistry"
"Pandikumar","Photocatalytic Functional Materials for Environmen","Chemistry"
"Elvers","Handbook of Fuels 2e - Energy Sources for Transpor","Chemistry"
"Markova","Textile Fiber Microscopy: A Practical Approach","Chemistry"
"Martin","Tunable Infrared Laser Absorption Spectroscopy","Chemistry"
"Trauner","Chemical Neuroscience - A Synthetic Approach","Chemistry"
"Peltonen","Characterization of Pharmaceutical Nano- and Micro","Chemistry"
"Rainsford","Anti-inflammatory and Analgesic Drugs","Chemistry"
"Trotta","Nanosponges - Synthesis and Applications","Chemistry"
"Eibl","Single-Use Technology in Biopharmaceutical Manufac","Chemistry"
"Cheremisinoff","Polyfluorinated Substances (PFCs) and the National","Chemistry"
"Moulik","Modeling and Simulation for the Design of Membrane","Chemistry"
"Madumala","Membrane-Based Liquid Contactor Systems for Indust","Chemistry"
"Li","Sample Preparation in LC-MS Bioanalysis","Chemistry"
"Zhang","Modern Enyne Chemistry","Chemistry"
"Rajabi-Siahboom","Fixed Dose Combinations for Solid Oral Drug Delive","Chemistry"
"Ette","Pharmacometrics: The Science of Quantitative Pharm","Chemistry"
"Dupac","Engineering Applications: Analytical and Numerical","Chemistry"
"Cornella Taraci","Chemical Probes for Drug Research - Chemical Biolo","Chemistry"
"Islam","Greening of Petroleum Operations: The Science of S","Chemistry"
"Mishra","Environmental and Agricultural Microbiology: Advan","Chemistry"
"Shabbir","Textiles and Clothing: Environmental Concerns and ","Chemistry"
"Lopez Perez","Bioprocess Engineering: Estimation, Control and Ap","Chemistry"
"Geelen","The Chemical Biology of Plant Biostimulants","Chemistry"
"Desiderio","Handbook of Trace Evidence Analysis","Chemistry"
"Bachhav","Innovative Dosage Forms - Design and Developmentat","Chemistry"
"Holenz","Lead Optimization - Methods and Strategies","Chemistry"
"Santos","Manufacturing Processes of Key Pharmaceutical Drug","Chemistry"
"CCPS","Guidelines for Process Safety During Transient Ope","Chemistry"
"Ripperger","Mikro- und Ultrafiltration mit Membranen 2e","Chemistry"
"Vaz","G Protein-coupled Receptors in Drug Research - Rec","Chemistry"
"McIndoe","Mass Spectrometry of Inorganic and Organometallic ","Chemistry"
"Gu?guen","Field Flow Fractionation - Principles and Applicat","Chemistry"
"van der Broek","Chitin and Chitosan: Properties and Applications","Chemistry"
"Berns","Billmeyer and Saltzman's Principles of Color Techn","Chemistry"
"Hopf","Modern Hydrocarbon Chemistry - Synthesis, Reaction","Chemistry"
"Abad-Zapatero","Optimizing Structure-Based Drug Design: Concepts a","Chemistry"
"Myers","Surfactant Science and Technology, 4th Edition","Chemistry"
"Bertau","Industrial Inorganic Chemistry 3e","Chemistry"
"Frontana","Guide to Organic Electrochemistry: Principles, Exp","Chemistry"
"Omidbakhsh","Chemical Product Formulation Design and Optimizati","Chemistry"
"Ranade","Multiphase Flows for Process Industries - Fundamen","Chemistry"
"Diaz Cruz","Innovations in Environmental Analysis: The Quest f","Chemistry"
"Wolstenholme","Analytical Techniques in Forensic Science","Chemistry"
"Palmer","Radioactive Waste Disposal: What Did Marie Curie D","Chemistry"
"Cheng","Enzyme-Based Organic Synthesis","Chemistry"
"Zhu","Chemo-Enzymatic Cascade Reactions","Chemistry"
"Olah","C1 Chemistry","Chemistry"
"Uragami","Sustainable Carbohydrate Polymers in Membrane Tech","Chemistry"
"Perkins","The Forensic Analysis, Comparison and Evaluation o","Chemistry"
"Atkins","Grundlagen der Physikalischen Chemie - Set aus Leh","Chemistry"
"Dean","Practical Inductively Coupled Plasma Spectrometry2","Chemistry"
"Micha","Molecular Collisions and Gaseous Kinetics","Chemistry"
"M?ller","Solid State NMR - Principles, Methods, and Applica","Chemistry"
"Hussain","Sample Preparation with Nanomaterials - Next Gener","Chemistry"
"Alekseev","Process Design for Cryogenics","Chemistry"
"Bourri?","Soils as a Key Component of the Critical Zone 3: O","Chemistry"
"Lemanceau","Soils as a Key Component of the Critical Zone 6: E","Chemistry"
"Valentin","Soils as a Key Component of the Critical Zone 5: D","Chemistry"
"Suder","Mass Spectrometry: An Applied Approach","Chemistry"
"Hapke","Cobalt Catalysis in Organic Synthesis - Methodsand","Chemistry"
"Kaim","Redox-Active Ligands in Metal Complexes","Chemistry"
"Padron","Mixing and Dispersion in Rotor-Stator Devices - fr","Chemistry"
"M?ller","Ribozymes","Chemistry"
"Li","Pharmaceutical Materials Science: Principles, Char","Chemistry"
"Sol?","Aromaticity and Antiaromaticity: Concepts and Appl","Chemistry"
"Ramesh","Biomolecular and Bioanalytical Techniques: Theory,","Chemistry"
"Fleming","Muon Spin Spectroscopy - Methods and Applicationsi","Chemistry"
"Bisswanger","Practical Enzymology 3e","Chemistry"
"Sureshbabu","Peptides and Peptidomimetics - Perspectives and Pr","Chemistry"
"Garc?a-Mart?nez","Chemistry Entrepreneurship","Chemistry"
"Holm","Mucosal Drug Delivery","Chemistry"
"Muthyala","Antibiotic Drug Resistance","Chemistry"
"Ancheyta","Experimental Methods for Evaluation of Hydrotreati","Chemistry"
"Endres","Technische Faseranalytik Eine praxisbezogene Einf?","Chemistry"
"Cossio","The Organic Chemist's Guide to Computation and The","Chemistry"
"Li","Transporters and Drug-Metabolizing Enzymes in Drug","Chemistry"
"CCPS","Guidelines for Inherently Safer Chemical Processes","Chemistry"
"Johnson","Translational Preclinical Technologies: Predictive","Chemistry"
"H?bschmann","Automated Sample Preparation - Methods for GC-MSan","Chemistry"
"Vogel","Industrial Enzyme Applications","Chemistry"
"Tobin","Medical Product Regulatory Affairs - Pharmaceutica","Chemistry"
"West","Solid State Chemistry and its Applications, 2e","Chemistry"
"Colacot","Organometallic Chemistry in Industry - A Practical","Chemistry"
"Fulginiti","Forensic Anthropology and the U.S. Judicial System","Chemistry"
"Li","Hybrid Organic-Inorganic Perovskites","Chemistry"
"Dong","HPLC and UHPLC for Practicing Scientists, 2nd edit","Chemistry"
"Hessel","Micro Process Technology","Chemistry"
"R?hse","Cosmetic Creams - Development, Manufacture and Mar","Chemistry"
"Journeay","Fundamentals of Practical Nanotoxicology","Chemistry"
"Gladis","Solid Phase Extraction: Fundamentals, Materials an","Chemistry"
"CCPS","A Practical Guide for Using Decision Making Toolsi","Chemistry"
"Cayuela Valenci","The Chemical Industry under the 4th Industrial Rev","Chemistry"
"Strehmel","Applied and Industrial Photochemistry","Chemistry"
"Ziegler","Principles of Linear and Nonlinear Optical Spectro","Chemistry"
"Somasundaran","Fracking: Global Perspectives, Technological Probl","Chemistry"
"Campeau","Epigenetic Inhibitors: Targeting Diseases Throught","Chemistry"
"Barr","Biomonitoring of Exposure to Environmental Chemica","Chemistry"
"Griffiths","Fourier Transform Infrared Spectrometry, Third Edi","Chemistry"
"Przybylski","Biopolymer Mass Spectrometry - Methods, Ion Chemis","Chemistry"
"Wheeler","Practical Forensic Microscopy: A Laboratory Manual","Chemistry"
"Reynaud","Light Sheet Fluorescence Microscopy","Chemistry"
"Weber","Hazardous Chemicals Desk Reference, Seventh Editio","Chemistry"
"Larock","Applications of Palladium in Organic Synthesis: A ","Chemistry"
"Xu","Imaging Technologies and Transdermal Delivery in S","Chemistry"
"Lucia","Biomaterials for Bioactive Ingredients","Chemistry"
"Kist","Toroidal Capillary Electrophoresis: Fundamentals a","Chemistry"
"Schubert","Supramolecular Assemblies - Polymers and Discrete ","Chemistry"
"Kavouras","Climate Change and Toxicology: Altered Exposures a","Chemistry"
"Korchevskiy","Health Risk Assessment for Asbestos and Other Fibr","Chemistry"
"Stichlmair","Distillation: Principles and Practices, Second Edi","Chemistry"
"Gugliuzza","Porous Membranes: Breakthroughs in Manufacturing a","Chemistry"
"Meers","Biorefinery of Inorganics: Recovering Mineral Nutr","Chemistry"
"Steed","Mechanochemistry - Principles, Methods and Applica","Chemistry"
"Over","Surface Chemistry - Basic Concepts and Techniques","Chemistry"
"Cheremisinoff","Environmental Site Assessment Handbook","Chemistry"
"Colobert","CH-Activation for Asymmetric Synthesis","Chemistry"
"Palakurthi","Animal Models for Development of Cancer Immunother","Chemistry"
"Onyewuenyi","Methodologies for Complex Modified-Release Pharmac","Chemistry"
"Crocker","Chemical Catalysts for Biomass Upgrading","Chemistry"
"Strunk","Heterogeneous Photocatalysis - From Fundamentalsto","Chemistry"
"Bearpark","Computational Chemistry: An Experimentalist's Guid","Chemistry"
"Lahiri","Profit Maximization Techniques for Operating Proce","Chemistry"
"Champness","Supramolecular Chemistry on Surfaces - Networksand","Chemistry"
"Ogoshi","Nickel Catalysis in Organic Synthesis - Methodsand","Chemistry"
"Plowright","Target Discovery and Validation - Methods and Stra","Chemistry"
"Zhong","Allosteric Modulation for Drug Discovery","Chemistry"
"Mays","Modern Methods of Polymer Characterization, Second","Chemistry"
"CCPS","The Process Safety Leadership Challenge","Chemistry"
"McNair","Basic Gas Chromatography Third Edition","Chemistry"
"Hashemi","Pillared Metal-Organic Frameworks: Properties and ","Chemistry"
"Thurman","Interpretation of Electrospray Mass Spectra","Chemistry"
"Roesti","Pharmaceutical Microbiological Quality Assurance a","Chemistry"
"Hua","Addition Reactions with Unsaturated Hydrocarbons","Chemistry"
"Ripmeester","Clathrate Hydrates - Molecular Science and Charact","Chemistry"
"Boateng","Therapeutic Dressings and Wound Healing","Chemistry"
"Wang","Bioelectrosynthesis - Principles and Technologiesf","Chemistry"
"Jiao","Green Oxidation in Organic Synthesis","Chemistry"
"Jamieson","Forensic Science and Medicine: A Critical Guide","Chemistry"
"Anlauf","Wet Cake Filtration - Fundamentals, Equipment, Str","Chemistry"
